id,label,left_title,left_authors,left_venue,left_year,left_vldb,right_title,right_authors,right_venue,right_year,right_vldb
2065,0,cache conscious algorithms for relational query processing,VAL -,VAL -,VAL -,VAL -,javax.xxl : a prototype for a library of query processing algorithms,"jochen van den bercken, jens-peter dittrich, bernhard seeger",SIGMOD Conference,2000,VAL -
2066,0,the ores temporal database management system,VAL -,SIGMOD Conference,1994,VAL -,dwms : data warehouse management system,VAL -,VLDB,VAL -,VLDB
2067,0,design and implementation of rmp - a virtual electronic market place,"wolfgang klas, susanne boll, bernard battaglin",ACM SIGMOD Record,1998,VAL -,the design and implementation of a sequence database system,VAL -,VLDB,1996,VLDB
2068,0,"olap , relational , and multidimensional database systems",VAL -,SIGMOD Conference,VAL -,,promises and realities of active database systems,"eric simon, angelika kotz dittrich",VLDB,1995,
2069,1,"fast image retrieval using color-spatial information kian-lee tan , tat-seng chua , beng chin ooi , wynne hsu 1998",VAL -,VLDB Journal,VAL -,,"fast image retrieval using color-spatial information beng chin ooi , kian-lee tan , tat seng chua , wynne hsu 1998",VAL -,VLDB Journal,VAL -,
2070,0,theory of answering queries using views alon y. halevy 2000,VAL -,ACM SIGMOD Record,VAL -,,minicon : a scalable algorithm for answering queries using views,"rachel pottinger, alon halevy",VLDB Journal,2001,
2071,0,multi-dimensional database allocation for parallel data warehouses,"holger märtens, erhard rahm, thomas stöhr",VAL -,VAL -,,multi-dimensional resource scheduling for parallel queries,VAL -,SIGMOD Conference,1996,
2072,0,"optimizing multiple dimensional queries simultaneously in multidimensional databases jeffrey xu yu , weifa liang , maria e. orlowska",VAL -,VLDB Journal,2000,,"olap , relational , and multidimensional database systems acm sigmod record",george colliat,ACM SIGMOD Record,1996,
2073,1,eddies : continuously adaptive query processing sigmod conference,"ron avnur, joseph m. hellerstein",VAL -,2000,,eddies : continuously adaptive query processing,VAL -,sigmod conference,2000,
2074,1,database research at the university of illinois at urbana-champaign 2002,"chengxiang zhai, marianne winslett, yuanyuan zhou, kevin chen-chuan chang, jiawei han, anhai doan",ACM SIGMOD Record,VAL -,,database research at the university of illinois at urbana-champaign,"m. winslett, k. chang, a. doan, j. han, c. zhai, y. zhou",ACM SIGMOD Record,2002,
2075,0,guest editor 's introduction 1998,asuman dogac,ACM SIGMOD Record,VAL -,,"guest editorial amr el abbadi , gunter schlageter , kyu-young whang",VAL -,VLDB Journal,2001,
2076,0,a nanotechnology-based approach to data storage,"b. gotsmann, a. dholakia, g. cherubini, walter häberle, h. pozidis, michel despont, richard stutz, p. bächtold, c. hagleitner, t. r. albrecht, hugo e. rothuizen, gerd k. binnig, d. jubin, a. pantazi, m. a. lantz, e. eleftheriou, urs dürig, t. loeliger, peter vettiger, d. wiesmann, ute drechsler",VLDB,2003,,a case-based approach to information integration,"maurizio panti, luca spalazzi, alberto giretti",VLDB,VAL -,
2077,0,"optimization of dynamic query evaluation plans goetz graefe , richard l. cole",VAL -,SIGMOD Conference,1994,VAL -,"efficient mid-query re-optimization of sub-optimal query execution plans navin kabra , david j. dewitt",VAL -,SIGMOD Conference,1998,VAL -
2078,1,the evolution of the web and implications for an incremental crawler,"junghoo cho, hector garcia-molina",VLDB,2000,,the evolution of the web and implications for an incremental crawler,VAL -,VLDB,VAL -,
2079,0,unisql/x unified relational and object-oriented database system,VAL -,SIGMOD Conference,1994,VAL -,the ccube constraint object-oriented database system,VAL -,international conference on management of data,VAL -,VAL -
2080,0,managing intra-operator parallelism in parallel database systems,"david j. dewitt, manish mehta",VLDB,1995,VLDB,data partitioning and load balancing in parallel disk systems,VAL -,VLDB Journal,VAL -,VLDB Journal
2081,0,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty 1996",VAL -,SIGMOD Conference,VAL -,,"accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber 1995",VAL -,VLDB,VAL -,
2082,0,data partitioning and load balancing in parallel disk systems vldb j.,"gerhard weikum, peter zabback, peter scheuermann",VAL -,1998,VLDB Journal,"towards self-tuning data placement in parallel database systems mong li lee , masaru kitsuregawa , beng chin ooi , kian-lee tan , anirban mondal 2000",VAL -,SIGMOD Conference,2000,VAL -
2083,1,"contextualizing the information space in federated digital libraries jeroen hoppenbrouwers , mike p. papazoglou",VAL -,SIGMOD Conference,VAL -,,contextualizing the information space in federated digital libraries acm sigmod record,"m. p. papazoglou , j. hoppenbrouwers",ACM SIGMOD Record,1999,
2084,0,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"alfons kemper, reinhard braumandl, jens claußen",VAL -,1998,VAL -,query unnesting in object-oriented databases,leonidas fegaras,SIGMOD Conference,1998,VAL -
2085,0,"on the computation of relational view complements gottfried vossen , jens lechtenbörger",VAL -,ACM Transactions on Database Systems,2003,VAL -,"on completeness of historical relational query languages james clifford , albert croker , alexander tuzhilin",VAL -,ACM Transactions on Database Systems,VAL -,VAL -
2086,0,"optimizing multiple dimensional queries simultaneously in multidimensional databases jeffrey xu yu , weifa liang , maria e. orlowska",VAL -,VLDB Journal,2000,VLDB Journal,optimizing multidimensional index trees for main memory access,"kihong kim , sang k. cha , keunjoo kwon",SIGMOD Conference,VAL -,VAL -
2087,1,lockx : a system for efficiently querying secure xml sigmod conference,"sungran cho, laks v. s. lakshmanan, divesh srivastava, sihem amer-yahia",VAL -,2003,,lockx : a system for efficiently querying secure xml international conference on management of data 2003,"sungran cho, sihem amer-yahia, laks v. s. lakshmanan, divesh srivastava",SIGMOD Conference,2003,
2088,1,"the fittest survives : an adaptive approach to query optimization kian-lee tan , son dao , hongjun lu",VAL -,VLDB,1995,,"the fittest survives : an adaptive approach to query optimization hongjun lu , kian-lee tan , son dao",VAL -,VLDB,1995,
2089,0,improving timeliness in real-time secure database systems,"sang hyuk son, rasikan david, bhavani m. thuraisingham",ACM SIGMOD Record,1996,,improving the efficiency of database-system teaching,jeffrey d. ullman,VAL -,VAL -,
2090,1,the building blocks for specifying communication behavior of complex objects : an activity-driven approach,"ling liu, robert meersman",ACM Trans . Database Syst .,1996,,the building blocks for specifying communication behavior of complex objects : an activity-driven approach,VAL -,ACM Transactions on Database Systems (TODS),VAL -,
2091,0,e-services - guest editorial vldb j.,"dimitrios georgakopoulos, ming-chien shan, fabio casati",VAL -,VAL -,,"guest editorial paolo atzeni , alberto o. mendelzon the vldb journal -- the international journal on very large data bases",VAL -,VLDB Journal,2000,
2092,0,privacy-enhanced data management for next-generation e-commerce,"irini fundulaki, daniel f. lieuwen, bharat kumar, richard hull, chris clifton, arnaud sahuguet",VAL -,VAL -,,data management issues in electronic commerce,asuman dogac,ACM SIGMOD Record,VAL -,
2093,0,wavecluster : a multi-resolution clustering approach for very large spatial databases,"surojit chatterjee, gholamhosein sheikholeslami, aidong zhang",VAL -,1998,,wavecluster : a wavelet-based clustering approach for spatial data in very large databases,"gholamhosein sheikholeslami, surojit chatterjee, aidong zhang",VLDB Journal,2000,
2094,0,efficiently publishing relational data as xml documents 2000,"berthold reinwald, jayavel shanmugasundaram, michael j. carey, eugene j. shekita, hamid pirahesh, bruce g. lindsay, rimon barr",VLDB,VAL -,,"a general technique for querying xml documents using a relational database system jayavel shanmugasundaram, eugene shekita, jerry kiernan, rajasekar krishnamurthy, efstratios viglas, jeffrey naughton, igor tatarinov 2001",VAL -,ACM SIGMOD Record,VAL -,
2095,1,materialized views and data warehouses nick roussopoulos sigmod record,VAL -,SIGMOD Conference,1998,VAL -,materialized views and data warehouses,nick roussopoulos,ACM SIGMOD Record,1998,VAL -
2096,0,continuous queries over data streams sigmod record,"jennifer widom, shivnath babu",VAL -,2001,VAL -,psoup : a system for streaming queries over streaming data,VAL -,VLDB Journal,2003,VLDB Journal
2097,0,query unnesting in object-oriented databases,VAL -,SIGMOD Conference,VAL -,,procedures in object-oriented query languages,VAL -,VLDB,VAL -,
2098,0,time-parameterized queries in spatio-temporal databases,"dimitris papadias, yufei tao",SIGMOD Conference,2002,VAL -,analysis of predictive spatio-temporal queries,"yufei tao, jimeng sun, dimitris papadias",ACM Transactions on Database Systems (TODS),VAL -,VAL -
2099,0,a scalable algorithm for answering queries using views,"rachel pottinger, alon y. levy",VLDB,2000,,"answering queries with useful bindings chen li, edward chang",VAL -,TODS,2001,
2100,0,guest editorial malcolm p. atkinson vldb j.,VAL -,VLDB Journal,VAL -,,guest editor 's introduction acm sigmod record,karl aberer,ACM SIGMOD Record,VAL -,
2101,0,guest editor 's introduction 1998,asuman dogac,ACM SIGMOD Record,VAL -,,guest editorial alon y. halevy,VAL -,VLDB Journal,2002,
2102,1,"multi-step processing of spatial joins ralf schneider , thomas brinkhoff , bernhard seeger , hans-peter kriegel",VAL -,SIGMOD Conference,1994,,multi-step processing of spatial joins,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",SIGMOD Conference,VAL -,
2103,0,petabyte databases dirk düllmann,VAL -,SIGMOD Conference,1999,SIGMOD,database principles,leonid libkin,ACM SIGMOD Record,2002,SIGMOD
2104,0,paradise : a database system for gis applications 1995,paradise team,SIGMOD Conference,VAL -,,parallel database systems in the 1990 's michael j. carey 1994,VAL -,SIGMOD Conference,VAL -,
2105,0,the ecobase project : database and web technologies for environmental information systems 2001,"asterio k. tanaka, patrick valduriez",ACM SIGMOD Record,VAL -,,uis-management of data and services in the environmental information systems of baden-w &#252; rttemberg acm sigmod record 1997,"wolf-fritz riekert, roland mayer-f &#246; ll, gerlinde wiest",ACM SIGMOD Record,VAL -,
2106,0,a study on the management of semantic transaction for efficient data retrieval 2002,"chih-he li, irene s. y. kwan, shi-ming huang",SIGMOD Conference,VAL -,,interaction of query evaluation and buffer management for information retrieval international conference on management of data 1998,"björn t. jónsson, michael j. franklin, divesh srivastava",VAL -,VAL -,
2107,0,promises and realities of active database systems 1995,"eric simon, angelika kotz dittrich",VLDB,VAL -,,"integrating temporal , real-time , an active databases","krithi ramamritham, raju sivasankaran, john a. stankovic, don t. towsley, ming xiong",ACM SIGMOD Record,1996,
2108,0,semantic assumptions and query evaluation in temporal databases,"sushil jajodia, xiaoyang sean wang, elisa bertino, claudio bettini",SIGMOD Conference,1995,VAL -,temporal aggregation in active database rules,"iakovos motakis, carlo zaniolo",SIGMOD Conference,1997,VAL -
2109,0,materialized view and index selection tool for microsoft sql server 2000,VAL -,SIGMOD Conference,2001,VAL -,materialized view selection for multidimensional datasets,"amit shukla, prasad deshpande, jeffrey f. naughton",VAL -,1998,VAL -
2110,0,cost estimation of user-defined methods in object-relational database systems 1999,"kinji ono, jihad boulos",ACM SIGMOD Record,VAL -,,vxmlr : a visual xml-relational database system 2001,"aoying zhou, hongjun lu, shihui zheng, yuqi liang, long zhang, wenyun ji, zengping tian",VLDB,2001,
2111,0,a cost model for clustered object-oriented databases,VAL -,VAL -,VAL -,VAL -,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system",VAL -,VAL -,1996,VAL -
2112,1,"optimizing queries across diverse data sources edward l. wimmers , donald kossmann , jun yang , laura m. haas",VAL -,VLDB,VAL -,,optimizing queries across diverse data sources,"laura m. haas, donald kossmann, edward l. wimmers, jun yang",VLDB,1997,
2113,0,congressional samples for approximate answering of group-by queries,VAL -,SIGMOD Conference,2000,VAL -,groupwise processing of relational queries,"damianos chatziantoniou, kenneth a. ross",VLDB,1997,VLDB
