id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
1973,0,Reminiscences on Influential Papers,"Per-Åke Larson, Luis Gravano, Stefano Ceri, Leonid Libkin, Tova Milo, Kenneth A. Ross",ACM SIGMOD Record,2001,Reminiscences on Influential Papers,Kenneth A. Ross,ACM SIGMOD Record,2001
1974,1,Multi-Dimensional Substring Selectivity Estimation,"Divesh Srivastava, Olga Kapitskaia, Raymond T. Ng, H. V. Jagadish",VLDB,1999,Multi-Dimensional Substring Selectivity Estimation,"H. V. Jagadish, Olga Kapitskaia, Raymond T. Ng, Divesh Srivastava",VLDB,VAL -
1975,0,Implementing Lazy Database Updates for an Object Database System,"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari",VLDB Journal,1994,Temporal Database System Implementations,Michael H. Böhlen,ACM SIGMOD Record,1995
1976,1,Theory of Answering Queries Using Views,Alon Y. Halevy,ACM SIGMOD Record,2000,Theory of Answering Queries Using Views,VAL -,ACM SIGMOD Record,2000
1977,0,Efficient Filtering of XML Documents with XPath Expressions,"Rajeev Rastogi, Pascal Felber, Chee Yong Chan, Minos N. Garofalakis",VLDB Journal,2002,Evaluating Queries with Generalized Path Expressions,"Vassilis Christophides, Sophie Cluet, Guido Moerkotte",SIGMOD Conference,VAL -
1978,0,Editorial VLDB J.,"Peter M. G. Apers, Stefano Ceri, Richard T. Snodgrass",VLDB Journal,2002,Guest Editorial,"Philip A. Bernstein, Yannis Ioannidis, Raghu Ramakrishnan",VLDB Journal,2003
1979,0,The Asilomar Report on Database Research,"Gerald Held, Hector Garcia-Molina, Michael Lesk, Jim Gray, Philip A. Bernstein, David Maier, H. V. Jagadish, Michael Stonebraker, Stefano Ceri, Joseph M. Hellerstein, David J. Dewitt, Jeffrey D. Ullman, Michael L. Brodie, Jeffrey F. Naughton, Michael J. Franklin, Hamid Pirahesh",ACM SIGMOD Record,1998,The Database Research Group at ETH Zurich,"Moira C. Norrie, Stephen M. Blott, Hans-Jörg Schek, Gerhard Weikum",ACM SIGMOD Record,VAL -
1980,0,An Introduction to Spatial Database Systems,Ralf Hartmut Guting,VLDB Journal,1994,An Algebraic Approach to Rule Analysis in Expert Database Systems,"Elena Baralis, Jennifer Widom",VLDB,VAL -
1981,0,Integration of Spatial Join Algorithms for Processing Multiple Inputs,"Nikos Mamoulis, Dimitris Papadias",SIGMOD Conference,1999,A Raster Approximation for Processing of Spatial Joins,"Geraldo Zimbrao, Jano Moreira de Souza",VLDB,1998
1982,0,Advances in Real-Time Database Systems Research,Azer Bestavros,ACM SIGMOD Record,1996,An Annotated Bibliography on Real-Time Database Systems,VAL -,VAL -,VAL -
1983,0,Efficient Concurrency Control in Multidimensional Access Methods,"Sharad Mehrotra, Kaushik Chakrabarti",SIGMOD Conference,1999,Efficient Search of Multi-Dimensional B-Trees,"Harry Leslie, Rohit Jain, Dave Birdsall, Hedieh Yaghmai",VLDB,1995
1984,0,Sideway Value Algebra for Object-Relational Databases,"Z. Meral Özsoyoglu, Gultekin Özsoyoglu, Abdullah Al-Hamdani, Özer Ulusoy, Selma Ayse Özel, Ismail Sengör Altingövde",VLDB,2002,Bulk-Loading Techniques for Object Databases and an Application to Relational Data,"Sihem Amer-Yahia, Sophie Cluet, Claude Delobel",VLDB,1998
1985,0,Query Unnesting in Object-Oriented Databases,Leonidas Fegaras,SIGMOD Conference,1998,Converting Relational to Object-Oriented Databases,Joseph Fong,ACM SIGMOD Record,VAL -
1986,0,"Research and Practice in Federated Information Systems , Report of the EFIS ' 2000 International Workshop","Ralf-Detlef Kutsche, Geert-Jan Houben, Mark Roantree, Bodo Rieger, Wilhelm Hasselbring, Kazimierz Subieta, Willem-Jan van den Heuvel",ACM SIGMOD Record,2000,"Report on the First International Conference on Ontologies , Databases and Applications of Semantics ( ODBASE ) : Part of the Federated Conference on the Move to Meaningful Internet Systems",Karl Aberer,ACM SIGMOD Record,2002
1987,0,Managing Multiple and Distributed Ontologies on the Semantic Web,"Boris Motik, Alexander Maedche, Ljiljana Stojanovic",VLDB Journal,2003,Emergent Semantics and the Multimedia Semantic Web,"W. I. Grosky, D. V. Sreenath, F. Fotouhi",ACM SIGMOD Record,2002
1988,0,Efficient and Cost-Effective Techniques for Browsing and Indexing Large Video Databases,"Kien A. Hua, Jung-Hwan Oh",SIGMOD Conference,2000,Efficient Index Structures for String Databases,"Tamer Kahveci, Ambuj K. Singh",VLDB,VAL -
1989,0,"Research and Practice in Federated Information Systems , Report of the EFIS ' 2000 International Workshop","Ralf-Detlef Kutsche, Geert-Jan Houben, Mark Roantree, Bodo Rieger, Wilhelm Hasselbring, Kazimierz Subieta, Willem-Jan van den Heuvel",ACM SIGMOD Record,2000,"Transactional Information Systems : Theory , Algorithms , and the Practice of Concurrency Control and Recovery",Marc H. Scholl,ACM SIGMOD Record,2001
1990,0,Eliminating Fuzzy Duplicates in Data Warehouses,"Rohit Ananthakrishna, Venkatesh Ganti, Surajit Chaudhuri",VLDB Journal,2002,Expiring Data in a Warehouse,"Hector Garcia-Molina, Wilburt Labio, Jun Yang",VLDB,1998
1991,0,An Effective Deductive Object-Oriented Database through Language Integration,"M. Howard Williams, Norman W. Paton, Andrew Dinn, Maria L. Barja, Alvaro A. A. Fernandes",VLDB,1994,The CCube Constraint Object-Oriented Database System,VAL -,SIGMOD Conference,1999
1992,0,An Efficient Algorithm for Mining Association Rules in Large Databases,"Edward Omiecinski, Shamkant B. Navathe, Ashok Savasere",VLDB,1995,Algorithms for Mining Association Rules for Binary Segmentations of Huge Categorical Databases,"Yasuhiko Morimoto, Takeshi Fukuda, Hirofumi Matsuzawa, Takeshi Tokuyama, Kunikazu Yoda",VLDB,1998
1993,0,Mining Fuzzy Association Rules in Databases,"Ada Wai-Chee Fu, Man Hon Wong, Chan Man Kuok",ACM SIGMOD Record,1998,Temporal Aggregation in Active Database Rules,"Iakovos Motakis, Carlo Zaniolo",SIGMOD Conference,1997
1994,0,Optimizing Multiple Dimensional Queries Simultaneously in Multidimensional Databases,"Jeffrey Xu Yu, Weifa Liang, Maria E. Orlowska",VLDB Journal,2000,Explaining Differences in Multidimensional Aggregates,Sunita Sarawagi,VLDB,VAL -
1995,1,The Data That You Wo n't Find in Databases : Tutorial Panel on Data Exchange Formats,"David Maier, Peter Buneman",SIGMOD Conference,1995,The Data That You Wo n't Find in Databases : Tutorial Panel on Data Exchange Formats,"Peter Buneman, David Maier",International Conference on Management of Data,1995
1996,0,Special Issue on Data Mining for Intrusion Detection and Threat Analysis - Guest Editor's Introduction SIGMOD Record,Daniel Barbará,ACM SIGMOD Record,2001,Advanced XML Data Processing : Guest Editor 's Introduction,VAL -,ACM SIGMOD Record,2001
1997,1,Report on the 5th International Workshop on the Design and Management of Data Warehouses (DMDW '03),"Manfred A. Jeusfeld, Hans-Joachim Lenz, Panos Vassiliadis, Martin Staudt",ACM SIGMOD Record,2003,Report on the 5th International Workshop on the Design and Management of Data Warehouses (DMDW '03) ACM SIGMOD Record 2003,"Hans J. Lenz, Panos Vassiliadis, Manfred Jeusfeld, Martin Staudt",VAL -,VAL -
1998,0,Reminiscences on Influential Papers,"Jun Rao, Kenneth A. Ross, Johannes Gehrke",ACM SIGMOD Record,2003,Influential Papers,VAL -,ACM SIGMOD Record,VAL -
1999,0,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,Dan Suciu,VLDB,1996,Query Rewriting for Semistructured Data,"Yannis Papakonstantinou, Vasilis Vassalos",SIGMOD Conference,1999
2000,0,Guest Editor's Introduction,Asuman Dogac,ACM SIGMOD Record,2002,Guest Editorial,"Philip A. Bernstein, Yannis Ioannidis, Raghu Ramakrishnan",VLDB Journal,2003
2001,0,Mineset (TM) : A System for High-End Data Mining and Visualization?,VAL -,VLDB,1996,Multimediaminer : A System Prototype for Multimedia Data Mining,"Osmar R. Zaúne, Jiawei Han, Ze-Nian Li, Sonny H. Chee, Jenny Y. Chiang",SIGMOD Conference,1998
2002,0,Analysis of Navigation Behaviour in Web Sites Integrating Multiple Information Systems,"Myra Spiliopoulou, Bettina Berendt",VLDB Journal,2000,Quality-Driven Integration of Heterogenous Information Systems,"Felix Naumann, Ulf Leser, Johann Christoph Freytag",VLDB,1999
2003,0,Merge Replication in Microsoft's SQL Server 7.0,Brad Hammond,SIGMOD Conference,1999,Microsoft Index Turning Wizard for SQL Server 7.0 International Conference on Management of Data,"Surajit Chaudhuri, Vivek Narasayya",SIGMOD Conference,1998
2004,0,MPEG-7 and Multimedia Database Systems,Harald Kosch,ACM SIGMOD Record,2002,Multimediaminer: A System Prototype for Multimedia Data Mining,"Osmar R. Zaúne, Jiawei Han, Ze-nian Li, Sonny H. Chee, Jenny Y. Chiang",SIGMOD Conference,1998
2005,0,Join Index Hierarchies for Supporting Efficient Navigations in Object-Oriented Databases,"Jiawei Han, Zhaohui Xie",VLDB,1994,An Efficient Algorithm for Mining Association Rules in Large Databases,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",VAL -,1995
2006,0,Promises and Realities of Active Database Systems,"Eric Simon, Angelika Kotz Dittrich",VLDB,1995,Improving Timeliness in Real-Time Secure Database Systems,"Sang H. Son, Rasikan David, Bhavani Thuraisingham",ACM SIGMOD Record,VAL -
2007,0,Editor's Notes,Ling Liu,ACM SIGMOD Record,2001,Editorial,VAL -,TODS,2001
2008,0,Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases,"Alfons Kemper, Reinhard Braumandl, Jens Claußen",VLDB Journal,1998,Index Nesting - An Efficient Approach to Indexing in Object-Oriented Databases,"Beng Chin Ooi, Jiawei Han, Hongjun Lu, Kian Lee Tan",VLDB Journal -- The International Journal on Very Large Data Bases,1996
2009,0,An Extensible Compressor for XML Data,"Dan Suciñu, Hartmut Liefke",ACM SIGMOD Record,2000,Query Engines for Web-Accessible XML Data,"Leonidas Fegaras, Ramez Elmasri",VLDB,2001
2010,0,View Maintenance in Mobile Computing,"Ouri Wolfson, Kailash Narayanan, Son Dao, Ramya Raj, A. Prasad Sistla",ACM SIGMOD Record,1995,View Maintenance in a Warehousing Environment International Conference on Management of Data,"Yue Zhuge, Héctor García-Molina, Joachim Hammer, Jennifer Widom",SIGMOD Conference,1995
2011,0,Query Optimization in Compressed Database Systems,"Zhiyuan Chen, Flip Korn, Johannes Gehrke",SIGMOD Conference,2001,The Implementation and Performance of Compressed Databases,"Till Westmann, Donald Kossmann, Sven Helmer, Guido Moerkotte",ACM SIGMOD Record,2000
2012,0,Editor's Notes,Ling Liu,ACM SIGMOD Record,2003,Editorial,Richard Snodgrass,TODS,VAL -
2013,0,SAP R/3: A Database Application System (Tutorial),"Alfons Kemper, Florian Matthes, Donald Kossmann",SIGMOD Conference,1998,"Object-Relational Database Systems (Tutorial): Principles, Products and Challenges","Michael J. Carey, Nelson M. Mattos, Anil K. Nori",International Conference on Management of Data,1997
2014,0,Cost Estimation of User-Defined Methods in Object-Relational Database Systems,"Kinji Ono, Jihad Boulos",ACM SIGMOD Record,1999,Cost-Driven Vertical Class Partitioning for Methods in Object-Oriented Databases,"Chi-Wai Fung, Kamalakar Karlapalem, Qing Li",VLDB Journal,2003
2015,0,Multi-Dimensional Substring Selectivity Estimation,"Divesh Srivastava, Olga Kapitskaia, Raymond T. Ng, H. V. Jagadish",VLDB,1999,Wavelet-Based Histograms for Selectivity Estimation,"Yossi Matias, Jeffrey Scott Vitter, Min Wang",SIGMOD Conference,VAL -
2016,0,Query Unnesting in Object-Oriented Databases,Leonidas Fegaras,SIGMOD Conference,1998,Lambda-DB : An ODMG-Based Object-Oriented DBMS,"Leonidas Fegaras, Chandrasekhar Srinivasan, Arvind Rajendran, David Maier",International Conference on Management of Data,2000
2017,1,Checking the Temporal Integrity of Interactive Multimedia Documents,"S. Tserkezoglou, Timos K. Sellis, Barbara Pernici, Michalis Vazirgiannis, Isabelle Mirbel",VLDB Journal,2000,Checking the Temporal Integrity of Interactive Multimedia Documents,"I. Mirbel, B. Pernici, T. Sellis, S. Tserkezoglou, M. Vazirgiannis",VLDB Journal,2000
2018,0,The Araneus Web-base Management System,"Giansalvatore Mecca, Paolo Merialdo, Alessandro Masci, Paolo Atzeni, Giuseppe Sindoni",SIGMOD Conference,1998,Database Management Systems and the Internet,Susan Malaika,VLDB,1996
2019,0,Mind Your Vocabulary: Query Mapping Across Heterogeneous Information Sources,"Kevin Chen-Chuan Chang, Hector Garcia-Molina",SIGMOD Conference,1999,Rate-Based Query Optimization for Streaming Information Sources,VAL -,International Conference on Management of Data,2002
2020,1,I/O Reference Behavior of Production Database Workloads and the TPC Benchmarks - An Analysis at the Logical Level,"Windsor W. Hsu, Alan Jay Smith, Honesty C. Young",ACM Trans. Database Syst.,2001,I/O Reference Behavior of Production Database Workloads and the TPC Benchmarks-An Analysis at the Logical Level ACM Transactions on Database Systems (TODS),"Windsor W. Hsu, Alan Jay Smith, Honesty C. Young",VAL -,2001
2021,0,Exploiting Statistics on Query Expressions for Optimization,"Nicolas Bruno, Surajit Chaudhuri",SIGMOD Conference,2002,Bringing Order to Query Optimization,"Giedrius Slivinskas, Christian S. Jensen, Richard Thomas Snodgrass",ACM SIGMOD Record,2002
2022,0,A Taxonomy for Secure Object-Oriented Databases,"Sebastiaan H. von Solms, Martin S. Olivier",TODS,1994,Converting Relational to Object-Oriented Databases,Joseph Fong,ACM SIGMOD Record,VAL -
2023,0,Structures for Manipulating Proposed Updates in Object-Oriented Databases,"Richard Hull, Mohammed Rupawalla, Michael Doherty",SIGMOD Conference,1996,Query Unnesting in Object-Oriented Databases,Leonidas Fegaras,International Conference on Management of Data,1998
2024,0,Aggregate-Query Processing in Data Warehousing Environments,"Venky Harinarayan, Dallan Quass, Ashish Gupta",VLDB,1995,Incremental Clustering for Mining in a Data Warehousing Environment,"Martin Ester, Hans-Peter Kriegel, Jörg Sander, Michael Wimmer, Xiaowei Xu",VLDB,1998
2025,0,Semantic Integration of Semistructured and Structured Data Sources,"Sonia Bergamaschi, Maurizio Vincini, Silvana Castano",ACM SIGMOD Record,1999,Semistructured and Structured Data in the Web: Going Back and Forth,"Paolo Atzeni, Giansalvatore Mecca, Paolo Merialdo",ACM SIGMOD Record,1997
2026,0,Knowledge Discovery in Data Warehouses,Themistoklis Palpanas,ACM SIGMOD Record,2000,Issues in Developing Very Large Data Warehouses,"Lyman Do, Pamela Drew, Wei Jin, Vish Jumani, David Van Rossum",VLDB,1998
2027,0,Approximate String Joins in a Database ( Almost ) for Free,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas",VLDB,2001,An Approximate Search Engine for Structural Databases,"Jason T. L. Wang, Xiong Wang, Dennis Shasha, Bruce A. Shapiro, Kaizhong Zhang, Qicheng Ma, Zasha Weinberg",SIGMOD Conference,2000
2028,0,Versant Replication: Supporting Fault-Tolerant Object Databases,"H. Stephen Au-Yeung, C. P. Chou, Yuh-Ming Shyy",SIGMOD Conference,1995,On-Line Reorganization in Object Databases,"Mohana K. Lakhamraju, Rajeev Rastogi, S. Seshadri, S. Sudarshan",International Conference on Management of Data,2000
2029,0,The Reach Active OODBMS,"Alin Deutsch, Jürgen Zimmermann, M. Higa, Alejandro P. Buchmann",SIGMOD Conference,1995,The Samos Active DBMS Prototype,"Stella Gatziu, Andreas Geppert, Klaus R. Dittrich",International Conference on Management of Data,VAL -
2030,0,Fast Algorithms for Universal Quantification in Large Databases,"Goetz Graefe, Richard L. Cole",TODS,1995,"Aggregation Algorithms for Very Large Compressed Data Warehouses Jianzhong Li , Doron Rotem , Jaideep Srivastava Very Large Data Bases 1999",VAL -,VLDB,VAL -
2031,1,VIST : A Dynamic Index Method for Querying XML Data by Tree Structures,"Wei Fan, Sanghyun Park, Philip S. Yu, Haixun Wang",SIGMOD Conference,2003,VIST : A Dynamic Index Method for Querying XML Data by Tree Structures,"Haixun Wang, Sanghyun Park, Wei Fan, Philip S. Yu",International Conference on Management of Data,2003
2032,0,Locally Adaptive Dimensionality Reduction for Indexing Large Time Series Databases,"Kaushik Chakrabarti, Eamonn J. Keogh, Michael J. Pazzani, Sharad Mehrotra",TODS,2002,Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,"Kaushik Chakrabarti, Sharad Mehrotra",VLDB,2000
2033,0,Phrase Matching in XML,"Sihem Amer-Yahia, Mary F. Fernandez, Yu Xu, Divesh Srivastava",VLDB,2003,Pix: Exact and Approximate Phrase Matching in XML,"Sihem Amer-Yahia, Mary Fernández, Divesh Srivastava, Yu Xu",SIGMOD Conference,VAL -
2034,1,Safe Stratified Datalog with Integer Order Does Not Have Syntax,"Alexei P. Stolboushkin, Michael A. Taitslin",TODS,1998,"Safe Stratified Datalog with Integer Order Does Not Have Syntax Alexei P. Stolboushkin , Michael A. Taitslin",VAL -,ACM Transactions on Database Systems (TODS),1998
2035,0,DBCache: Database Caching for Web Application Servers,"Sailesh Krishnamurthy, C. Mohan, Larry Brown, Hamid Pirahesh, Mehmet Altinel, Honguk Woo, Qiong Luo, Bruce G. Lindsay",SIGMOD Conference,2002,Middle-Tier Database Caching for E-Business,"Qiong Luo, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Honguk Woo, Bruce G. Lindsay, Jeffrey F. Naughton",International Conference on Management of Data,2002
2036,0,Efficient Index Structures for String Databases,"Tamer Kahveci, Ambuj K. Singh",VLDB,2001,Efficient and Cost-Effective Techniques for Browsing and Indexing Large Video Databases,"Junghwan Oh, Kien A. Hua",SIGMOD Conference,2000
2037,1,Hypertext Databases and Data Mining,Soumen Chakrabarti,SIGMOD Conference,1999,Hypertext Databases and Data Mining,VAL -,International Conference on Management of Data,1999
2038,0,Efficient Testing of High Performance Transaction Processing Systems,"D. Wildfogel, Ramana Yerneni",VLDB,1997,Evaluation of Remote Backup Algorithms for Transaction-Processing Systems,"Christos A. Polyzois, Héctor García-Molina",TODS,1994
2039,1,A Mapping Mechanism to Support Bitmap Index and Other Auxiliary Structures on Tables Stored as Primary B + - Trees,"Mahesh Jagannath, Eugene Inseok Chong, Aravind Yalamanchi, Chuck Freiwald, Souripriya Das, Anh-Tuan Tran, Jagannathan Srinivasan, Richard Jiang, Ramkumar Krishnan",ACM SIGMOD Record,2003,A Mapping Mechanism to Support Bitmap Index and Other Auxiliary Structures on Tables Stored as Primary B + - Trees ACM SIGMOD Record 2003,"Eugene Inseok Chong, Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Aravind Yalamanchi, Mahesh Jagannath, Anh-Tuan Tran, Ramkumar Krishnan, Richard Jiang",VAL -,VAL -
