"id","label","left_title","right_title","left_authors","right_authors","left_venue","right_venue","left_year","right_year"
2237,0,"query unnesting in object-oriented databases leonidas fegaras 1998","the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo 1999","","","sigmod conference","international conference on management of data","",""
2238,0,"reordering query execution in tertiary memory databases vldb","integrating reliable memory in databases wee teck ng , peter m. chen 1998","michael stonebraker , sunita sarawagi","","","the vldb journal -- the international journal on very large data bases","1996",""
2239,0,"reminiscences on influential papers sigmod record","influential papers","kenneth a. ross , beng chin ooi , frank neven","ken ross","","acm sigmod record","2003","2002"
2240,0,"distributed query evaluation on semistructured data dan suciu","lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )","","","acm trans . database syst .","","2002","1996"
2241,0,"report on the 4th international conference on mobile data management panos k. chrysanthis , arkady b. zaslavsky , morris sloman sigmod record 2003","report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ) acm sigmod record 2003","","hans j. lenz , panos vassiliadis , manfred jeusfeld , martin staudt","","","",""
2242,0,"a framework for information visualisation 1996","information visualization acm sigmod record","peter j. barclay , kenneth j. mitchell , jessie b. kennedy","tiziana catarci , isabel f. cruz","sigmod record","","","1996"
2243,0,"m-tree : an efficient access method for similarity search in metric spaces 1997","indexing large metric spaces for similarity search queries tolga bozkaya , meral ozsoyoglu acm transactions on database systems ( tods )","paolo ciaccia , pavel zezula , marco patella","","vldb","","","1999"
2244,0,"automatic discovery of language models for text databases sigmod conference 1999","models and languages for describing and discovering e-services fabio casati , ming-chien shan","aiqun du , james p. callan , margaret e. connell","","","international conference on management of data","","2001"
2245,0,"sampling large databases for association rules 1996","an effective hash-based algorithm for mining association rules jong soo park , ming-syan chen , philip s. yu","hannu toivonen","","vldb","international conference on management of data","","1995"
2246,0,"strudel : a web-site management system alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu 1997","anatomy of a native xml base management system the vldb journal -- the international journal on very large data bases","","t. fiebig , s. helmer , c.-c . kanne , g. moerkotte , j. neumann , r. schiele , t. westmann","sigmod conference","","","2002"
2247,0,"mining generalized association rules","sampling large databases for association rules very large data bases 1996","ramakrishnan srikant , rakesh agrawal","hannu toivonen","vldb","","1995",""
2248,0,"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995","cost-based selection of path expression processing algorithms in object-oriented databases very large data bases","","georges gardarin , jean-robert gruser , zhao-hui tang","","","","1996"
2249,0,"the middleware muddle david ritter 1998","too much middleware michael stonebraker acm sigmod record 2002","","","sigmod record","","",""
2250,0,"promises and realities of active database systems 1995","text databases : a survey of text models and systems acm sigmod record","eric simon , angelika kotz dittrich","arjan loeffen","vldb","","","1994"
2251,0,"hypothetical queries in an olap environment vldb","spatial queries in dynamic environments yufei tao , dimitris papadias","thanos papadimitriou , andrey balmin , yannis papakonstantinou","","","acm transactions on database systems ( tods )","2000","2003"
2252,0,"call for book reviews 2003","book reviews acm sigmod record 2002","karl aberer","karl aberer","sigmod record","","",""
2253,0,"semint : a system prototype for semantic integration in heterogeneous databases","semantic integration in heterogeneous databases using neural networks 1994","wen-syan li , chris clifton","wen-syan li , chris clifton","sigmod conference","very large data bases","1995",""
2254,0,"merge replication in microsoft 's sql server 7.0 brad hammond","hash joins and hash teams in microsoft sql server goetz graefe , ross bunker , shaun cooper","","","sigmod conference","very large data bases","1999","1998"
2255,0,"efficient filtering of xml documents with xpath expressions rajeev rastogi , pascal felber , chee yong chan , minos n. garofalakis","efficiently publishing relational data as xml documents the vldb journal -- the international journal on very large data bases 2001","","jayavel shanmugasundaram , eugene shekita , rimon barr , michael carey , bruce lindsay , hamid pirahesh , berthold reinwald","vldb j.","","2002",""
2256,1,"object database evolution using separation of concerns 2000","object database evolution using separation of concerns acm sigmod record 2000","peter sawyer , awais rashid","awais rashid , peter sawyer","sigmod record","","",""
2257,0,"semint : a system prototype for semantic integration in heterogeneous databases","niagaracq : a scalable continuous query system for internet databases jianjun chen , david j. dewitt , feng tian , yuan wang international conference on management of data","wen-syan li , chris clifton","","sigmod conference","","1995","2000"
2258,0,"the araneus web-base management system sigmod conference","unisql 's next-generation object-relational database management system albert d'andrea , phil janus","giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni","","","acm sigmod record","1998","1996"
2259,0,"on supporting containment queries in relational database management systems sigmod conference 2001","semantic integrity support in sql :1999 and commercial ( object - ) relational database management systems the vldb journal -- the international journal on very large data bases 2001","guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang","can t &#252; rker , michael gertz","","","",""
2260,0,"sensor data mining : similarity search and pattern analysis 2002","special section on data mining for intrusion detection and threat analysis daniel barbar &#225","christos faloutsos","","vldb","acm sigmod record","","2001"
