id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,left_vldb,right_vldb
2489,1,semantic interoperability in information services : experiencing with coopware,Avigdor Gal,ACM SIGMOD Record,VAL -,semantic interoperability in information services : experiencing with coopware,Avigdor Gal,ACM SIGMOD Record,1999,,
2490,0,"dbminer : interactive mining of multiple-level knowledge in relational databases wei wang , krzysztof koperski , yongjian fu , osmar r. zaïane , jenny chiang , jiawei han sigmod conference","wei wang, krzysztof koperski, yongjian fu, osmar r. zaïane, jenny chiang, jiawei han",SIGMOD Conference,1996,"discovery of multiple-level association rules from large databases jiawei han , yongjian fu very large data bases","jiawei han, yongjian fu",VLDB,1995,,
2491,0,open issues in parallel query optimization SIGMOD Record,"Waqar Hasan, Patrick Valduriez, Daniela Florescu",VAL -,1996,Query Optimization for XML Very Large Data Bases 1999,"Jason McHugh, Jennifer Widom",VAL -,VAL -,VAL -,VLDB
2492,0,index nesting - an efficient approach to indexing in object-oriented databases,"Jiawei Han, Beng Chin Ooi, Hongjun Lu, Kian-Lee Tan",VLDB Journal,1996,The Persistent Cache : Improving OID Indexing in Temporal Object-Oriented Database Systems Very Large Data Bases,"Kjetil Nørø, Råg",VAL -,VAL -,VLDB,VAL -
2493,0,issues in data stream management sigmod record,"Lukasz Golab , M. Tamer Özsu",SIGMOD Record,2003,Aurora : A New Model and Architecture for Data Stream Management,"Daniel J. Abadi , Don Carney , Ugur Çetintemel , Mitch Cherniack , Christian Convey , Sangdon Lee , Michael Stonebraker , Nesime Tatbul , Stan Zdonik",VLDB Journal,2003,VAL -,VLDB Journal
2494,0,Robust and Efficient Fuzzy Match for Online Data Cleaning,"Surajit Chaudhuri, Kris Ganjam, Venkatesh Ganti, Rajeev Motwani",SIGMOD Conference,2003,Efficient and Effective Clustering Methods for Spatial Data Mining,"Raymond T. Ng, Jiawei Han",VLDB,1994,VAL -,VLDB
2495,0,"Data Grid Management Systems Arun Jagatheesan , Arcot Rajasekar","Arun Jagatheesan, Arcot Rajasekar",SIGMOD Conference,VAL -,Database Management Systems and the Internet Very Large Data Bases,Susan Malaika,VAL -,1996,,
2496,0,online association rule mining christian hidber sigmod conference,VAL -,SIGMOD Conference,1999,sampling large databases for association rules very large data bases 1996,hannu toivonen,VLDB,VAL -,VAL -,VLDB
2497,1,skew handling techniques in sort-merge join,VAL -,VAL -,VAL -,skew handling techniques in sort-merge join international conference on management of data,"wei li , dengfeng gao , richard thomas snodgrass",SIGMOD Conference,2002,VAL -,VAL -
2498,0,database research at the university of illinois at urbana-champaign,"chengxiang zhai, marianne winslett, yuanyuan zhou, kevin chen-chuan chang, jiawei han, anhai doan",ACM SIGMOD Record,VAL -,"database research at ut arlington sharma chakravarthy, alp aslandogan, ramez elmasri, leonidas fegaras, junghwan oh",VAL -,ACM SIGMOD Record,VAL -,,
2499,0,space optimization in deductive databases ACM Trans. Database Syst.,"S. Sudarshan, Divesh Srivastava, Raghu Ramakrishnan, Jeffrey F. Naughton",VAL -,VAL -,query optimization in compressed database systems,"Zhiyuan Chen, Johannes Gehrke, Flip Korn",SIGMOD Conference,2001,,
2500,0,editor's notes,Ling Liu,SIGMOD Record,2002,"Editorial Peter Apers, Stefano Ceri, Richard Snodgrass 2002",VAL -,VLDB Journal,VAL -,VAL -,VLDB
2501,1,indexing large metric spaces for similarity search queries,VAL -,ACM Trans. Database Syst.,VAL -,indexing large metric spaces for similarity search queries,VAL -,VAL -,1999,,
2502,0,Mixed Mode XML Query Processing,"Stratis Viglas , Josef Burger , Leonidas Galanis , Jeffrey F. Naughton , Alan Halverson , Rajasekar Krishnamurthy , David J. Dewitt , Feng Tian , Ameet Kini , Yuan Wang , Ajith Nagaraja Rao",VAL -,VAL -,Toward Learning Based Web Query Processing,"Yanlei Diao , Hongjun Lu , Songting Chen , Zengping Tian",VLDB,2000,,
2503,0,"online dynamic reordering for interactive data processing bhaskaran raman , joseph m. hellerstein , vijayshankar raman",VAL -,VLDB,1999,"online dynamic reordering vijayshankar raman , bhaskaran raman , joseph m. hellerstein",VAL -,VLDB Journal,2000,VLDB,VLDB Journal
2504,0,database research at the university of illinois at urbana-champaign,"chengxiang zhai, marianne winslett, yuanyuan zhou, kevin chen-chuan chang, jiawei han, anhai doan",ACM SIGMOD Record,VAL -,"research activities in database management and information retrieval at university of illinois at chicago isabel cruz, ashfaq khokhar, bing liu, prasad sistla, ouri wolfson, clement yu",VAL -,ACM SIGMOD Record,2002,,
2505,0,editor's notes ling liu sigmod record,VAL -,VAL -,2001,"editorial peter apers , stefano ceri , richard snodgrass 2002","peter apers, stefano ceri, richard snodgrass",VLDB Journal,VAL -,,
2506,0,"sit-in : a real-life spatio-temporal information system stefano de francisci , rossella molinaro , orietta gargano , mario paolucci , leonardo tininini , giuseppe sindoni , paola patteri , amedea ambrosetti , pina ticca , cristina bedeschi","Stefano De Francisci, Rossella Molinaro, Oritta Gargano, Mario Paolucci, Leonardo Tininini, Giuseppe Sindoni, Paola Patteri, Amedea Ambrosetti, Pina Ticca, Cristina Bedeschi",VAL -,2001,duplicate removal in information system dissemination,"Tak W. Yan, Hector Garcia-Molina",VLDB,1995,,
2507,0,The HCC-tree: An Efficient Index Structure for Object Oriented Databases,"B. Sreenath, S. Seshadri",VLDB,1994,Query Unnesting in Object-Oriented Databases,Leonidas Fegaras,SIGMOD Conference,1998,,
2508,0,intelligent access to heterogeneous information sources : report on the 4th workshop on knowledge representation meets databases sigmod record,"manfred a. jeusfeld , franz baader , werner nutt",VAL -,VAL -,report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ),"alex borgida , vinay k. chaudhri , martin staudt",ACM SIGMOD Record,1998,,
2509,0,"Optimizing queries across diverse data sources Edward L. Wimmers , Donald Kossmann , Jun Yang , Laura M. Haas",VAL -,VLDB,1997,"Optimizing queries on compressed bitmaps Sihem Amer-Yahia , Theodore Johnson Very Large Data Bases",VAL -,VAL -,2000,VLDB,VAL -
2510,0,"semantics for update rule programs and implementations in a relational database management system Louiqa Raschid , Jorge Lobo ACM Trans . Database Syst .","Louiqa Raschid, Jorge Lobo",VAL -,1996,The ORES Temporal Database Management System,"Babis Theodoulidis , Aziz Ait-Braham , George Andrianopoulos , Jayant Chaudhary , George Karvelis , Simon Sou",SIGMOD Conference,1994,VAL -,VAL -
2511,0,Report on NGITS '99: The 4th International Workshop on Next Generation Information Technologies and Systems,VAL -,VAL -,1999,Intelligent Access to Heterogeneous Information Sources: Report on the 4th Workshop on Knowledge Representation Meets Databases,"Franz Baader, Manfred A. Jeusfeld, Werner Nutt",ACM SIGMOD Record,1997,VAL -,VAL -
2512,1,Handling Very Large Databases with Informix Extended Parallel Server andreas weininger,VAL -,SIGMOD Conference,VAL -,Handling Very Large Databases with Informix Extended Parallel Server andreas weininger,VAL -,International Conference on Management of Data,2000,,
2513,0,Integrating Triggers and Declarative Constraints in SQL Database Systems,"Roberta Cochrane, Hamid Pirahesh, Nelson Mendonça Mattos",VLDB,1996,Temporal Conditions and Integrity Constraints in Active Database Systems International Conference on Management of Data,"A. Prasad Sistla, Ouri Wolfson",SIGMOD Conference,1995,,
2514,0,Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,"Jae-Jun Hwang, Mauricio A. Hernández, Salvatore J. Stolfo, Hasanat M. Dewan",SIGMOD Conference,VAL -,Hyperqueries: Dynamic Distributed Query Processing on the Internet,"Alfons Kemper, Christian Wiesner",VLDB,2001,,
2515,0,eos : an extensible object store,"Euthimios Panagos , Alexandros Biliris",SIGMOD Conference,1994,ajax : an extensible data cleaning tool,"Helena Galhardas , Daniela Florescu , Dennis Shasha , Eric Simon",SIGMOD Conference,2000,VAL -,VAL -
2516,0,mid-tier caching : the timesten approach,times-ten team,SIGMOD Conference,2002,in-memory data management for consumer transactions the timesten approach,corporate timesten team,SIGMOD Conference,1999,VAL -,VAL -
2517,0,entrans : a system for flexible consistency maintenance in directory applications,"Anandi Herlekar, Atul Deopujari, Shaymsunder Gopale, Shridhar Shukla, Krithi Ramamritham",VAL -,VAL -,xmas : an extensible main-memory storage system for high-performance applications,"Jang Ho Park, Yong Sik Kwon, Ki Hong Kim, Sang Ho Lee, Byoung Dae Park, Sang Kyun Cha",SIGMOD Conference,1998,,
2518,0,Applying Update Streams in a Soft Real-Time Database System,"Brad Adelberg, Hector Garcia-Molina, Ben Kao",SIGMOD Conference,VAL -,An Annotated Bibliography on Real-Time Database Systems ACM SIGMOD Record,VAL -,ACM SIGMOD Record,1995,,
2519,0,editor's notes SIGMOD Record,Michael J. Franklin,VAL -,VAL -,Editorial,Richard Snodgrass,ACM Transactions on Database Systems (TODS),2001,VAL -,VAL -
2520,0,An Algebraic Approach to Static Analysis of Active Database Rules,"Jennifer Widom, Elena Baralis",ACM Trans. Database Syst.,2000,Temporal Aggregation in Active Database Rules,"Iakovos Motakis, Carlo Zaniolo",SIGMOD Conference,1997,,
2521,1,"improving business process quality through exception understanding , prediction , and prevention fabio casati , daniela grigori , umeshwar dayal , ming-chien shan","Fabio Casati, Daniela Grigori, Umeshwar Dayal, Ming-Chien Shan",VAL -,2001,"improving business process quality through exception understanding , prediction , and prevention daniela grigori , fabio casati , umeshwar dayal , ming-chien shan","Daniela Grigori, Fabio Casati, Umeshwar Dayal, Ming-Chien Shan",VLDB,2001,VAL -,VLDB
2522,0,Ariadne: A System for Constructing Mediators for Internet Sources,"Ion Muslea, Greg Barish, Andrew Philpot, Craig A. Knoblock, Steven Minton, José L. Ambite, Pragnesh J. Modi, Sheila Tejada, Naveen Ashish",SIGMOD Conference,VAL -,Niagaracq: A Scalable Continuous Query System for Internet Databases,"Jianjun Chen, David J. Dewitt, Feng Tian, Yuan Wang",International Conference on Management of Data,2000,,
2523,1,efficient mid-query re-optimization of sub-optimal query execution plans,"David J. Dewitt, Navin Kabra",SIGMOD Conference,1998,efficient mid-query re-optimization of sub-optimal query execution plans,"Navin Kabra, David J. Dewitt",SIGMOD Conference,1998,VAL -,VAL -
2524,0,"reminiscences on influential papers Gerhard Weikum , Alon Y. Levy , Divesh Srivastava , Eric Simon , Patrick E. O'Neil , Victor Vianu , Kenneth A. Ross , Christos Faloutsos SIGMOD Record","Gerhard Weikum, Alon Y. Levy, Divesh Srivastava, Eric Simon, Patrick E. O'Neil, Victor Vianu, Kenneth A. Ross, Christos Faloutsos",SIGMOD Conference,2000,reminiscences in influential papers 1998,Richard Snodgrass,ACM SIGMOD Record,VAL -,VAL -,VAL -
2525,0,disima : a distributed and interoperable image database system sigmod conference,"Vincent Oria, Benjamin Bin Yao, Shu Lin, Paul Iglinski, M. Tamer Özsu",SIGMOD Conference,2000,The Network is the Database : Data Management for Highly Distributed Systems International Conference on Management of Data 2001,"Julio C. Navas, Michael Wynblatt",International Conference on Management of Data,VAL -,,
2526,0,editor 's notes sigmod record,Ling Liu,SIGMOD Record,2003,Editorial,Richard Snodgrass,ACM Transactions on Database Systems (TODS),2001,VAL -,VAL -
2527,0,Report on Second International Workshop on Advanced Issues of E-commerce and Web-based Information Systems SIGMOD Record,"Philip S. Yu, Kun-Lung Wu",VAL -,2000,Report on First International Workshop on Real-Time Database Systems,"Azer Bestavros, Kwei-Jay Lin, Sang Son",ACM SIGMOD Record,1996,VAL -,VAL -
2528,0,integrating contents and structure in text retrieval,"gonzalo navarro , ricardo a. baeza-yates",VAL -,VAL -,metadata for integrating speech documents in a text retrieval system,"ulrike glavitsch , peter sch äuble , martin wechsler",ACM SIGMOD Record,1994,VAL -,VAL -
2529,0,Contorting High Dimensional Data for Efficient Main Memory Processing,"Beng Chin Ooi, Bin Cui, Kian-Lee Tan, Jianwen Su",SIGMOD Conference,2003,Genesys: A System for Efficient Spatial Query Processing,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",SIGMOD Conference,1994,,
2530,0,An Efficient Cost-Driven Index Selection Tool for Microsoft SQL Server VLDB,"Surajit Chaudhuri, Vivek R. Narasayya",VAL -,1997,Materialized View and Index Selection Tool for Microsoft SQL Server,"Sanjay Agrawal, Surajit Chaudhuri, Vivek Narasayya",SIGMOD Conference,2001,VLDB Journal,VAL -
2531,0,eager aggregation and lazy aggregation,"Weipeng P. Yan , Per-Åke Larson",VLDB Journal,1995,efficient integration and aggregation of historical information,"Mirek Riedewald , Divyakant Agrawal , Amr El Abbadi",SIGMOD Conference,2002,VLDB Journal,VAL -
2532,0,Exploratory Mining and Pruning Optimizations of Constrained Association Rules,"Alex Pang, Jiawei Han, Raymond T. Ng, Laks V. S. Lakshmanan",SIGMOD Conference,1998,"Data Mining Using Two-Dimensional Optimized Association Rules: Scheme, Algorithms, and Visualization","Takeshi Fukuda, Yasukiko Morimoto, Shinichi Morishita, Takeshi Tokuyama",International Conference on Management of Data,1996,,
2533,0,Optimizing queries with universal quantification in object-oriented and object-relational databases,"Guido Moerkotte, Jens Claußen, Klaus Peithner, Alfons Kemper",VLDB,1997,"Optimizing relational queries in connection hypergraphs: nested queries, views, and binding propagations",Jia Liang Han,VLDB Journal,1998,,
2534,0,storage estimation for multidimensional aggregates in the presence of hierarchies,"Jeffrey F. Naughton, Amit Shukla, Karthikeyan Ramasamy, Prasad Deshpande",VLDB,1996,approximating multi-dimensional aggregate range queries over real attributes,"Dimitrios Gunopulos, George Kollios, Vassilis J. Tsotras, Carlotta Domeniconi",SIGMOD Conference,2000,,
2535,0,a hypertext query language for images li yang,VAL -,SIGMOD Record,1994,Towards an effective calculus for object query languages International Conference on Management of Data 1995,"Leonidas Fegaras , David Maier",VAL -,VAL -,,
2536,0,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan VLDB J. 2000",VAL -,VAL -,2000,"ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems bruce berra , kingsley nwosu , bhavani thuraisingham VAL -","bruce berra, kingsley nwosu, bhavani thuraisingham",ACM SIGMOD Record,1995,,
2537,0,searching and mining fine-grained semi-structured data,VAL -,VAL -,VAL -,a fast index for semistructured data,"brian cooper, neal sample, michael j. franklin, gisli r. hjaltason, moshe shadmon",VLDB,2001,VAL -,VLDB
2538,0,communication efficient distributed mining of association rules,"Ran Wolff, Assaf Schuster",SIGMOD Conference,2001,Online Association Rule Mining International Conference on Management of Data,Christian Hidber,VAL -,1999,VAL -,VAL -
2539,0,selectivity estimation using probabilistic models SIGMOD Conference,"Daphne Koller, Lise Getoor, Benjamin Taskar",SIGMOD Conference,2001,A Probabilistic Relational Model and Algebra,"Debabrata Dey, Sumit Sarkar",ACM Transactions on Database Systems (TODS),1996,VAL -,VAL -
2540,0,Going Public: Open-source Databases and Database Research,VAL -,SIGMOD Conference,2002,Database Research at NTHU and ITRI,VAL -,ACM SIGMOD Record,1994,VAL -,VAL -
