id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,left_vldb,right_vldb
1743,0,efficiently mining long patterns from databases,VAL -,SIGMOD Conference,1998,efficiently instantiating view-objects from remote relational databases,"Byung Suk Lee, Gio Wiederhold",VLDB Journal,1994,VAL -,VLDB Journal
1744,1,Small Materialized Aggregates,VAL -,VLDB,1998,Small Materialized Aggregates,Guido Moerkotte,Very Large Data Bases,1998,,
1745,0,Indexing and Querying XML Data for Regular Path Expressions,VAL -,VAL -,2001,Re-Tree: An Efficient Index Structure for Regular Expressions,"Chee-Yong Chan, Minos Garofalakis, Rajeev Rastogi",VLDB Journal,VAL -,,
1746,0,LH * RS: A High-Availability Scalable Distributed Data Structure Using Reed Solomon Codes,VAL -,SIGMOD Conference,2000,RP * : A Family of Order-Preserving Scalable Distributed Data Structures,"Witold Litwin, Marie-Anne Neimat, Donovan A. Schneider",VLDB,VAL -,,
1747,0,vxmlr: a visual xml-relational database system,VAL -,VLDB,2001,unisql's next-generation object-relational database management system,"Albert D'Andrea, Phil Janus",ACM SIGMOD Record,1996,,
1748,0,The Database and Information System Research Group at the University of Ulm,"Peter Dadam, Wolfgang Klas",ACM SIGMOD Record,1997,Information Systems Research at George Mason University,VAL -,ACM SIGMOD Record,1997,,
1749,0,XPath Processing in a Nutshell,"Georg Gottlob, Christoph Koch, Reinhard Pichler",ACM SIGMOD Record,VAL -,XPath Processing in a Nutshell,"Georg Gottlob, Christoph Koch, Reinhard Pichler",ACM SIGMOD Record,2003,,
1750,0,an overview of repository technology,VAL -,VAL -,1994,an overview of data warehousing and olap technology,"Surajit Chaudhuri, Umeshwar Dayal",ACM SIGMOD Record,1997,VAL -,VAL -
1751,0,SQL Open Heterogeneous Data Access,"Berthold Reinwald, Hamid Pirahesh",SIGMOD Conference,1998,Declustering Databases on Heterogeneous Disk Systems,VAL -,Very Large Data Bases,1995,,
1752,0,Book Review Column,VAL -,ACM SIGMOD Record,VAL -,Book Review Column,Karl Aberer,ACM SIGMOD Record,2003,,
1753,0,The GMAP: A Versatile Tool for Physical Data Independence,"Yannis E. Ioannidis, Marvin H. Solomon, Odysseas G. Tsatalos",VLDB Journal,1996,The GMAP: A Versatile Tool for Physical Data Independence,"Odysseas G. Tsatalos, Marvin H. Solomon, Yannis E. Ioannidis",Very Large Data Bases,VAL -,,
1754,1,"Composite Events for Active Databases: Semantics, Contexts and Detection",VAL -,VAL -,VAL -,"Composite Events for Active Databases: Semantics, Contexts and Detection","Sharma Chakravarthy, V. Krishnaprasad, Eman Anwar, S.-K. Kim",Very Large Data Bases,1994,,
1755,0,CURE: An Efficient Clustering Algorithm for Large Databases,VAL -,SIGMOD Conference,VAL -,Efficient and Effective Clustering Methods for Spatial Data Mining,"Raymond T. Ng, Jiawei Han",VLDB,1994,,
1756,0,panel: future directions of database research,Michael L. Brodie,VLDB,2000,scientific databases - state of the art and future directions,VAL -,Very Large Data Bases,VAL -,,
1757,0,The Multidimensional Database System Rasdaman,"Andreas Dehmel, Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado",SIGMOD Conference,1998,Materialized Views Selection In A Multidimensional Database Very Large Data Bases VAL -,VAL -,VAL -,VAL -,,
1758,0,Qursed: Querying and Reporting Semistructured Data,VAL -,SIGMOD Conference,2002,Describing Semistructured Data,Luca Cardelli,ACM SIGMOD Record,VAL -,,
1759,0,A System for Watermarking Relational Databases,VAL -,SIGMOD Conference,2003,A General Technique for Querying XML Documents Using a Relational Database System,"Jayavel Shanmugasundaram, Eugene Shekita, Jerry Kiernan, Rajasekar Krishnamurthy, Efstratios Viglas, Jeffrey Naughton, Igor Tatarinov",ACM SIGMOD Record,VAL -,,
1760,0,Temporal slicing in the evaluation of XML queries,"Richard T. Snodgrass, Dengfeng Gao",VLDB,2003,Temporal queries in OLAP Very Large Data Bases,"Alberto O. Mendelzon, Alejandro A. Vaisman",VAL -,2000,,
1761,0,Continuously Adaptive Continuous Queries Over Streams,"Samuel Madden, Mehul A. Shah, Vijayshankar Raman, Joseph M. Hellerstein",SIGMOD Conference,VAL -,Eddies: Continuously Adaptive Query Processing,VAL -,International Conference on Management of Data,VAL -,,
1762,1,Insite: A Tool for Interpreting Users' Interaction with a Web Space,"Farnoush Banaei Kashani, Jabed Faruque, Adil Faisal, Cyrus Shahabi",VLDB,2000,Insite: A Tool for Interpreting Users' Interaction with a Web Space,"Cyrus Shahabi, Adil Faisal, Farnoush Banaei Kashani, Jabed Faruque",Very Large Data Bases,2000,,
1763,0,Lore: A Database Management System for Semistructured Data,"Roy Goldman, Serge Abiteboul, Jennifer Widom, Dallan Quass, Jason McHugh",VAL -,1997,Inferring Structure in Semistructured Data,VAL -,ACM SIGMOD Record,VAL -,,
1764,0,fast nearest neighbor search in medical image databases,"zenon protopapas, christos faloutsos, eliot siegel, flip korn, nikolaos sidiropoulos",VLDB,1996,"nearest neighbor queries nick roussopoulos, stephen kelley, fre deric vincent",VAL -,SIGMOD Conference,VAL -,,
1765,0,Temporal Database System Implementations,VAL -,ACM SIGMOD Record,VAL -,The Multidimensional Database System Rasdaman,"P. Baumann, A. Dehmel, P. Furtado, R. Ritsch, N. Widmann",SIGMOD Conference,1998,,
1766,1,Optimizing Queries Over Multimedia Repositories,"Luis Gravano, Surajit Chaudhuri",VAL -,VAL -,Optimizing Queries Over Multimedia Repositories,"Surajit Chaudhuri, Luis Gravano",SIGMOD Conference,1996,,
1767,0,On the Computation of Multidimensional Aggregates,"Sunita Sarawagi, Ashish Gupta, Rakesh Agrawal, Prasad Deshpande, Jeffrey F. Naughton, Sameet Agarwal, Raghu Ramakrishnan",VAL -,1996,Incremental Computation and Maintenance of Temporal Aggregates,VAL -,VLDB Journal,2003,,
1768,0,Open Object Database Management Systems,VAL -,SIGMOD Conference,1994,Document Management as a Database Problem,Rudolf Bayer,VLDB,VAL -,,
1769,0,Temporal Database System Implementations,VAL -,ACM SIGMOD Record,VAL -,The Impact of Global Clustering on Spatial Database Systems,"Thomas Brinkhoff, Hans-Peter Kriegel",VLDB,1994,,
1770,0,Supporting Top-K Join Queries in Relational Databases,"Walid G. Aref, Ahmed K. Elmagarmid, Ihab F. Ilyas",VAL -,VAL -,Formal Query Languages for Secure Relational Databases,"Marianne Winslett, Kenneth Smith, Xiaolei Qian",ACM Transactions on Database Systems (TODS),VAL -,,
1771,0,Report on the 5th International Workshop on the Design and Management of Data Warehouses,"Manfred A. Jeusfeld, Hans-Joachim Lenz, Panos Vassiliadis, Martin Staudt",ACM SIGMOD Record,2003,Report on the 1995 International Workshop on Temporal Databases,"Arie Segev, Christian S. Jensen, Richard Thomas Snodgrass",VAL -,VAL -,,
1772,0,Selectivity Estimation Using Probabilistic Models,"Daphne Koller, Lise Getoor, Benjamin Taskar",VAL -,2001,Spatial Join Selectivity Using Power Laws,VAL -,SIGMOD Conference,2000,,
1773,0,Promises and Realities of Active Database Systems,"Eric Simon, Angelika Kotz Dittrich",VLDB,VAL -,Priority Assignment in Real-Time Active Databases,VAL -,VLDB Journal,1996,,
1774,1,The myriad federated database prototype,VAL -,SIGMOD Conference,VAL -,The myriad federated database prototype,"S.-Y. Hwang, E.-P. Lim, H.-R. Yang, S. Musukula, K. Mediratta, M. Ganesh, D. Clements, J. Stenoien, J. Srivastava",International Conference on Management of Data,1994,,
1775,0,Model-Based Information Integration in a Neuroscience Mediator System,"Bertram Ludäscher, Amarnath Gupta, Maryann E. Martone",VLDB,2000,"Information Translation, Mediation, and Mosaic-Based Browsing in the Tsimmis System",VAL -,SIGMOD Conference,VAL -,,
1776,0,editor's notes,Jennifer Widom,ACM SIGMOD Record,VAL -,"editorial peter apers, stefano ceri, richard snodgrass",VAL -,VLDB Journal,VAL -,VAL -,VLDB Journal
1777,0,Databases for GIS,"Claudia Bauzer Medeiros, Fatima Pires",VAL -,1994,Standard for Multimedia Databases,John R. Smith,SIGMOD Conference,2001,,
1778,0,A Multimedia Presentation Algebra,VAL -,SIGMOD Conference,1999,Delivering Presentations from Multimedia Servers,"Nevzat Hurkan Balkir, Gultekin Ozsoyoglu",VLDB Journal,1998,,
1779,0,Optimizing Queries Across Diverse Data Sources,VAL -,VLDB,1997,Optimizing Queries on Files,"Mariano P. Consens, Tova Milo",SIGMOD Conference,1994,,
1780,0,Clustering Categorical Data: An Approach Based on Dynamical Systems,VAL -,VLDB,1998,Clustering Categorical Data: An Approach Based on Dynamical Systems,"David Gibson, Jon Kleinberg, Prabhakar Raghavan",VLDB Journal,VAL -,,
1781,0,Temporal Database Bibliography Update,"Anil Kumar, Vassilis J. Tsotras",ACM SIGMOD Record,1996,An Annotated Bibliography on Real-Time Database Systems,VAL -,ACM SIGMOD Record,1995,VAL -,VAL -
1782,1,Building a Laboratory Information System Around a C++ Based Object-Oriented DBMS,VAL -,VLDB,VAL -,Building a Laboratory Information System Around a C++ Based Object-Oriented DBMS,"Nathan Goodman, Steve Rozen, Lincoln Stein",Very Large Data Bases,1994,,
1783,0,Evaluating Top-K Selection Queries,VAL -,VAL -,1999,Evaluating Queries with Generalized Path Expressions,"Vassilis Christophides, Sophie Cluet, Guido Moerkotte",SIGMOD Conference,VAL -,,
1784,0,Image Mining in Iris,VAL -,SIGMOD Conference,2000,Analysis of Navigation Behaviour in Web Sites Integrating Multiple Information Systems,"Bettina Berendt, Myra Spiliopoulou",VLDB Journal,VAL -,,
1785,1,Experiences in Mining Aviation Safety Data,VAL -,SIGMOD Conference,VAL -,Experiences in Mining Aviation Safety Data,"Zohreh Nazeri, Eric Bloedorn, Paul Ostwald",International Conference on Management of Data,2001,,
1786,0,Unisql's Next-Generation Object-Relational Database Management System,"Phil Janus, Albert D'Andrea",ACM SIGMOD Record,1996,Open Object Database Management Systems,Jos É A. Blakeley,International Conference on Management of Data,1994,VAL -,VAL -
1787,0,Efficient Geometry-Based Similarity Search of 3D Spatial Databases,VAL -,SIGMOD Conference,1999,S3: Similarity Search in CAD Database Systems,VAL -,International Conference on Management of Data,VAL -,VAL -,VAL -
1788,0,AQuery: Query Language for Ordered Data,VAL -,VLDB,VAL -,Investigation of Algebraic Query Optimization Techniques for Database Programming Languages,"Alexandra Poulovassilis, Carol Small",Very Large Data Bases,1994,,
1789,0,MapInfo SpatialWare: A Spatial Information Server for RDBMS,Chebel Mina,VAL -,1998,The Software Information Base: A Server for Reuse,VAL -,VLDB Journal,1995,,
1790,1,Integrating and Customizing Heterogeneous E-commerce Applications,"Anat Eyal, Tova Milo",VLDB Journal,2001,Integrating and Customizing Heterogeneous E-commerce Applications,"Anat Eyal, Tova Milo",VAL -,VAL -,,
1791,1,Mining Multi-Dimensional Constrained Gradients in Data Cubes,VAL -,VLDB,VAL -,Mining Multi-Dimensional Constrained Gradients in Data Cubes,"Guozhu Dong, Jiawei Han, Joyce M. W. Lam, Jian Pei, Ke Wang",Very Large Data Bases,2001,,
1792,0,Adam: A Testbed for Exploring the Use of Data Mining in Intrusion Detection,VAL -,ACM SIGMOD Record,2001,Data Mining-Based Intrusion Detectors: An Overview of the Columbia IDs Project,"Salvatore J. Stolfo, Wenke Lee, Philip K. Chan, Wei Fan, Eleazar Eskin",ACM SIGMOD Record,2001,,
1793,0,Advanced Data Processing in Krisys,"Nelson Mendonça Mattos, Joachim Thomas, Theo Härder, Stefan Deßloch, Bernhard Mitschang",VLDB Journal,1998,Design and Implementation of Advanced Knowledge Processing in the KBMS Krisys,"J. Thomas, S. Deßloch, N. Mattos",SIGMOD Conference,VAL -,,
1794,0,relaxed transaction processing,"Darrell Woelk, Munindar P. Singh, Christine Tomlinson",SIGMOD Conference,VAL -,functional-join processing,"R. Braumandl, J. Claussen, A. Kemper, D. Kossmann",VLDB Journal,2000,,
1795,0,Approximate Computation of Multidimensional Aggregates of Sparse Data Using Wavelets,"MIN WANG, JEFFREY SCOTT VITTER",SIGMOD Conference,VAL -,Approximating Multi-Dimensional Aggregate Range Queries Over Real Attributes,"DIMITRIOS GUNOPULOS, GEORGE KOLLIOS, VASSILIS J. TSOTRAS, CARLOTTA DOMENICONI",International Conference on Management of Data,VAL -,,
1796,0,Secure Buffering in Firm Real-Time Database Systems,VAL -,VLDB,VAL -,Improving Timeliness in Real-Time Secure Database Systems,"Sang H. Son, Rasikan David, Bhavani Thuraisingham",ACM SIGMOD Record,1996,,
1797,1,Bellcore's Adapt/X Harness System for Managing Information on Internet and Intranets,VAL -,VAL -,1996,Bellcore's Adapt/X Harness System for Managing Information on Internet and Intranets,VAL -,Very Large Data Bases,1996,,
1798,0,The Multidimensional Database System Rasdaman,"Andreas Dehmel, Peter Baumann, Norbert Widmann, Roland Ritsch, Paula Furtado",SIGMOD Conference,1998,Quasi-Cubes: Exploiting Approximations in Multidimensional Databases VAL -,"Daniel Barbar Á, Mark Sullivan",ACM SIGMOD Record,VAL -,,
1799,0,Sprint: A Scalable Parallel Classifier for Data Mining,"John C. Shafer, Rakesh Agrawal, Manish Mehta",VLDB,1996,Free Parallel Data Mining,"Bin Li, Dennis Shasha",VAL -,VAL -,,
1800,0,Optimization of Dynamic Query Evaluation Plans,VAL -,SIGMOD Conference,1994,Simultaneous Optimization and Evaluation of Multiple Dimensional Queries,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton, Amit Shukla",VAL -,1998,,
1801,0,Unisql/X Unified Relational and Object-Oriented Database System,VAL -,SIGMOD Conference,1994,"Calibrating the Query Optimizer Cost Model of Iro-DB, An Object-Oriented Federated Database System","Georges Gardarin, Fei Sha, Zhao-Hui Tang",VLDB,1996,,
1802,0,an approximate search engine for structural databases,"Kaizhong Zhang, Qicheng Ma, Jason Tsong-li Wang, Xinhuan Zheng, Xiong Wang, Dennis Shasha, Zasha Weinberg, Bruce A. Shapiro",SIGMOD Conference,2000,an approach for building secure database federations very large data bases VAL -,VAL -,VAL -,VAL -,,
1803,0,Devise: Integrated Querying and Visualization of Large Datasets,"Miron Livny, Raghu Ramakrishnan, Donko Donjerkovic, Shilpa Lawande, Jussi Myllymaki, Guangshun Chen, R. Kent Wenger, Kevin S. Beyer",SIGMOD Conference,1997,Cache Investment: Integrating Query Optimization and Distributed Data Placement,VAL -,TODS,2000,,
1804,0,an efficient cost-driven index selection tool,"Surajit Chaudhuri, Vivek R. Narasayya",VAL -,1997,microsoft index turning wizard for sql server 7.0,"Surajit Chaudhuri, Vivek Narasayya",SIGMOD Conference,1998,,
1805,0,E-Services,"Dimitrios Georgakopoulos, Ming-Chien Shan, Fabio Casati",VLDB Journal,2001,Guest Editorial,VAL -,VLDB Journal,1998,,
1806,0,open object database management systems,VAL -,SIGMOD Conference,1994,anatomy of a native xml base management system,"T. Fiebig, S. Helmer, C.-C. Kanne, G. Moerkotte, J. Neumann, R. Schiele, T. Westmann",VLDB Journal,2002,,
1807,0,On Effective Multi-Dimensional Indexing For Strings,"Nick Koudas, H.V. Jagadish, Divesh Srivastava",SIGMOD Conference,VAL -,"A Foundation For Multi-Dimensional Databases Marc Gyssens, Laks V. S. Lakshmanan",VAL -,Very Large Data Bases,1997,VAL -,VLDB
1808,1,memory management during run generation in external sorting,"goetz graefe, per-ake larson",SIGMOD Conference,1998,memory management during run generation in external sorting,VAL -,International Conference on Management of Data,1998,VAL -,VAL -
1809,0,The Zero-Delay Data Warehouse,Eva Kühn,VAL -,VAL -,HODFA: An Architectural Framework for Homogenizing Heterogeneous Legacy Databases,VAL -,ACM SIGMOD Record,1995,,
1810,0,Metu Interoperable Database System,VAL -,ACM SIGMOD Record,1995,A Language Based Multidatabase System,"Eva K&#252;hn, Thomas Tschernko, Konrad Schwarz",SIGMOD Conference,VAL -,VAL -,VAL -
1811,0,Managing Uncertainty in Sensor Database,VAL -,ACM SIGMOD Record,2003,Managing Intra-Operator Parallelism in Parallel Database Systems,"Manish Mehta, David J. Dewitt",Very Large Data Bases,1995,VAL -,VLDB
1812,0,Book Review Column Karl Aberer,VAL -,ACM SIGMOD Record,VAL -,Book Review Column,Karl Aberer,ACM SIGMOD Record,VAL -,,
1813,0,An Introduction to Spatial Database Systems,Ralf Hartmut Güting,VLDB Journal,1994,Chorochronos: A Research Network for Spatiotemporal Database Systems,"Andrew Frank, Stephane Grumbach, Ralf Hartmut Güting, Christian S. Jensen, Manolis Koubarakis, Nikos Lorentzos, Yannis Manolopoulos, Enrico Nardelli, Barbara Percici, Hans-Jörg Schek, Michel Scholl, Timos Sellis, Babis Theodoulidis, Peter Widmayer",ACM SIGMOD Record,1999,,
1814,1,Managing intervals efficiently in object-relational databases,"Thomas Seidl, Marco Pötke, Hans-Peter Kriegel",VAL -,2000,Managing intervals efficiently in object-relational databases,"Hans-Peter Kriegel, Marco P&#246;tke, Thomas Seidl",Very Large Data Bases,2000,,
1815,1,Research Directions in Biodiversity Informatics,John L. Schnase,VAL -,2000,Research Directions in Biodiversity Informatics,John L. Schnase,Very Large Data Bases,2000,,VLDB
1816,0,Object Query Standards,VAL -,ACM SIGMOD Record,1996,Standards,Jim Melton,VAL -,2002,VAL -,VAL -
1817,0,SQL Query Optimization: Reordering for a General Class of Queries,"Piyush Goel, Balakrishna R. Iyer",VAL -,1996,Rate-Based Query Optimization for Streaming Information Sources,VAL -,SIGMOD Conference,2002,,
1818,0,On Supporting Containment Queries in Relational Database Management Systems,"Guy M. Lohman, David J. DeWitt, Qiong Luo, Jeffrey F. Naughton, Chun Zhang",VAL -,VAL -,Temporal Database System Implementations,VAL -,ACM SIGMOD Record,1995,,
1819,0,Report on the First International Workshop on Efficient Web-Based Information Systems,VAL -,ACM SIGMOD Record,2003,Report on the 1995 International Workshop on Temporal Databases,"Arie Segev, Christian S. Jensen, Richard Thomas Snodgrass",ACM SIGMOD Record,1995,,
